,Time [s],WM_Position [m],WP_1 [m],WP_2 [m],WP_3 [m],WP_4 [m],WP_6 [m]
0,0.0,3.564843780168303e-06,0.0001542296867285,-8.259973742497095e-05,8.145312408203154e-05,0.0001187112015514,-7.094687163089475e-05
1,0.0050000002374872,3.3667969034922862e-06,0.0001688567699886,-7.485260221073986e-05,7.332812417359946e-05,7.559635648135554e-05,-7.151379868730601e-05
2,0.0100000004749745,2.9707031501402525e-06,0.0001712229158101,-7.496171679122199e-05,4.986718693800185e-05,3.048776135017306e-05,-6.908411130268632e-05
3,0.0150000007124617,2.574609396788219e-06,0.0001626187491865,-9.263827882932674e-05,2.1531249757344995e-05,-6.811979375243027e-06,-6.341484073857373e-05
4,0.020000000949949,2.4755859584502105e-06,0.00015659583255,-0.0001072596326139,1.5234374828310138e-06,-9.22109403234117e-06,-6.268593452318783e-05
5,0.0250000011874362,2.4755859584502105e-06,0.0001648773429252,-0.00011544322615,-2.9046874672644662e-05,-1.6531510922845882e-05,-6.244296578472586e-05
6,0.0300000014249235,2.4755859584502105e-06,0.0001773533845295,-8.532760193702416e-05,-3.199218713945129e-05,-2.6251042470448734e-05,-5.709765353856256e-05
7,0.0350000016624107,2.4755859584502105e-06,0.0001773533845295,-9.067421638064844e-05,-5.321874940023008e-05,-4.303177215092546e-05,-5.426301825650626e-05
8,0.040000001899898,2.6736328351262277e-06,0.0001724059887209,-7.103359189386538e-05,-5.199999941396527e-05,-4.353020966618715e-05,-5.1833330871886574e-05
9,0.0450000021373853,2.6736328351262277e-06,0.0001592846346198,-6.699635241602664e-05,-6.550781176173359e-05,-8.722656517079486e-06,-5.1266403815475314e-05
10,0.0500000023748725,2.4755859584502105e-06,0.0001593921867026,-6.666900867458025e-05,-6.489843676860119e-05,-6.396614779191623e-06,-5.5396872369328776e-05
11,0.0550000026123598,2.574609396788219e-06,0.0001662755200015,-8.772812270763097e-05,-7.251562418275626e-05,-3.181692805753755e-05,-6.244296578472586e-05
12,0.060000002849847,2.772656273464236e-06,0.0001627263012693,-0.0001170799448573,-8.155468658088694e-05,-7.06119813287387e-05,-7.216171532320459e-05
13,0.0650000030873343,3.069726588478261e-06,0.0001559505200532,-0.000103440622297,-6.124218680980675e-05,-5.416354332510309e-05,-8.212343360014529e-05
14,0.0700000033248215,3.663867218506312e-06,0.0001506804679962,-0.0001082416638382,-4.976562443914645e-05,4.485937637355164e-06,-8.730676668733395e-05
15,0.0750000035623088,3.960937533520337e-06,0.0001499276034166,-7.681666465941817e-05,-1.3710937345479124e-05,2.5254167439925368e-05,-8.989843323092828e-05
16,0.0800000037997961,4.1589844101963536e-06,0.0001530466138177,-7.157916479627602e-05,-1.5234374828310138e-06,3.065390718859362e-05,-8.900754785656773e-05
17,0.0850000040372833,4.1589844101963536e-06,0.0001608979158618,-5.59757797873317e-05,2.437499972529622e-05,2.7995573773864635e-05,-8.520103762066356e-05
18,0.0900000042747706,4.059960971858345e-06,0.0001600374991994,-4.200911348561931e-05,3.432812461312551e-05,5.10898453143227e-05,-8.560598551810017e-05
19,0.0950000045122578,4.1589844101963536e-06,0.0001584242179575,-3.120677001788863e-05,5.4742186883061095e-05,0.0001084932324886,-8.123254822578474e-05
20,0.1000000047497451,4.258007848534362e-06,0.0001493898430027,-3.1970572081263526e-05,6.449218677317958e-05,0.0001310059935946,-7.621119429757073e-05
21,0.1050000049872323,4.059960971858345e-06,0.0001398177076339,-6.448671706493769e-05,6.58124992582998e-05,0.0001110684929841,-7.248567364115388e-05
22,0.1100000052247196,3.76289065684432e-06,0.0001520786450726,-7.703489382038242e-05,8.155468658088694e-05,8.406979424080419e-05,-6.624947602063003e-05
23,0.1150000054622069,3.4658203418302942e-06,0.0001910124990445,-8.903749767341651e-05,8.124999908432073e-05,8.971875274710328e-05,-6.179504914882727e-05
24,0.1200000056996941,3.267773465154278e-06,0.0002192986968196,-6.830572738181218e-05,9.861718638859428e-05,0.000130009118564,-5.9446351343694914e-05
25,0.1250000059371814,2.9707031501402525e-06,0.000225429165539,-6.612343577216961e-05,9.546874892407686e-05,0.0001699671927042,-5.644973690266397e-05
26,0.1300000061746686,2.9707031501402525e-06,0.0002182231759917,-5.215676947045722e-05,0.0001076562487867,0.000154100265135,-5.717864311804988e-05
27,0.1350000064121559,2.9707031501402525e-06,0.0002090812489541,-6.612343577216961e-05,9.678906140919707e-05,0.0001064994824275,-5.823150765138507e-05
28,0.1400000066496431,3.3667969034922862e-06,0.0001807950511789,-8.369088322979223e-05,8.449999904769356e-05,9.31247424347248e-05,-5.717864311804988e-05
29,0.1450000068871304,3.76289065684432e-06,0.0001428291659522,-0.0001006036432045,6.936718671823883e-05,7.57625023197761e-05,-5.8879424287283655e-05
30,0.1500000071246177,3.960937533520337e-06,0.0001212111973103,-0.0001169708302768,4.580468698378581e-05,5.482812667878534e-05,-5.790754933343578e-05
31,0.1550000073621049,3.663867218506312e-06,0.0001221791660555,-8.805546644907736e-05,4.46874994963764e-05,1.64484380036356e-05,-6.106614293344137e-05
32,0.1600000075995922,3.3667969034922862e-06,0.0001454104159392,-7.408880014736496e-05,2.346093723559761e-05,-1.2627083719962684e-05,-6.6492444759092e-05
33,0.1650000078370794,3.069726588478261e-06,0.0001795044261854,-5.008359244129679e-05,2.874218717607846e-05,1.6614583842056163e-06,-6.97320279385849e-05
34,0.1700000080745667,3.069726588478261e-06,0.0001988638010885,-6.481406080638408e-05,8.124999908432073e-06,1.420546918495802e-05,-7.248567364115388e-05
