,Time [s],WM_Position [m],WP_1 [m],WP_2 [m],WP_3 [m],WP_4 [m],WP_6 [m]
0,0.0,2.871679711802244e-05,-4.92588539202643e-05,-3.0333853374031605e-05,0.0002396874972987,-4.195182420119181e-05,3.012812356928407e-05
1,0.0050000002374872,2.9013867433036467e-05,-4.5602083105222846e-05,-2.444166602799669e-05,0.0002339999973628,-5.8649480962458256e-05,2.777942576415171e-05
2,0.0100000004749745,2.931093774805049e-05,-3.5277083156870503e-05,-4.179088432465505e-05,0.0002020078102233,-8.440208591764531e-05,1.781770748721101e-05
3,0.0150000007124617,2.960800806306452e-05,-3.20505206730104e-05,-3.2625259564156295e-05,0.0001937812478161,-0.0001015151072749,8.341926687194245e-06
4,0.020000000949949,2.980605493974053e-05,-3.990182271706999e-05,-5.008359244129679e-05,0.0001620937481732,-0.0001020966177094,6.72213509744779e-06
5,0.0250000011874362,2.9905078378078546e-05,-5.42062497288498e-05,-5.073827992418956e-05,0.0001521406232853,-0.0001060841178315,8.422916266681568e-06
6,0.0300000014249235,2.980605493974053e-05,-6.151979135893271e-05,-6.055859216758108e-05,0.0001329453110017,-0.000124858597573,7.613020471808339e-06
7,0.0350000016624107,2.960800806306452e-05,-5.076458307939902e-05,-5.313880069479637e-05,0.0001189296861596,-0.0001699671927042,3.239583179492911e-07
8,0.040000001899898,2.950898462472651e-05,-4.850598934069694e-05,-4.419140509526187e-05,0.0001114140612443,-0.0001954705789017,-3.8065102359041694e-06
9,0.0450000021373853,2.931093774805049e-05,-5.280807265251042e-05,-5.94674463627598e-05,9.882031138630508e-05,-0.0001715455781692,3.482551917954879e-06
10,0.0500000023748725,2.9211914309712483e-05,-5.108723932778503e-05,-4.179088432465505e-05,0.0001051171863153,-0.0001414731814151,1.7007811692337782e-05
11,0.0550000026123598,2.9013867433036467e-05,-4.646249976758554e-05,-4.713749876827933e-05,0.0001026796863428,-0.0001389809938387,2.8508331979537616e-05
12,0.060000002849847,2.8914843994698455e-05,-4.538697893963217e-05,-2.7387759701014147e-05,0.00012776562356,-0.000165564327986,3.5230467076985406e-05
13,0.0650000030873343,2.9013867433036467e-05,-5.205520807294306e-05,-3.80809885882627e-05,0.0001307109360269,-0.0001631552133289,3.855103983596564e-05
14,0.0700000033248215,2.9211914309712483e-05,-5.700260388152856e-05,-3.589869697862014e-05,0.0001578281232212,-0.0001364888062624,3.8713018994940285e-05
15,0.0750000035623088,2.9112890871374475e-05,-8.163203084166071e-05,-5.172031114852871e-05,0.0001683906231022,-9.096484653525748e-05,4.55161436718754e-05
16,0.0800000037997961,2.9112890871374475e-05,-0.0001059388015534,-7.048801899145474e-05,0.0001822031229465,-8.382057548317334e-05,4.6892966523159885e-05
17,0.0850000040372833,2.931093774805049e-05,-0.0001185223952404,-6.797838364036579e-05,0.0002037343727039,-9.00510444239444e-05,4.62450498872613e-05
18,0.0900000042747706,2.931093774805049e-05,-0.0001051859369738,-6.91786440256692e-05,0.0002208984350104,-5.582500170930871e-05,4.470624787700217e-05
19,0.0950000045122578,2.931093774805049e-05,-8.356796833197677e-05,-4.3973175934297615e-05,0.0002525859346533,-1.0716406578126224e-05,3.952291478981351e-05
20,0.1000000047497451,2.94099611863885e-05,-7.130703089330837e-05,-4.670104044635082e-05,0.0002518749971613,1.113177117417763e-05,3.247682137441643e-05
21,0.1050000049872323,2.950898462472651e-05,-6.61445309191322e-05,-3.338906162753119e-05,0.0002702578094542,-1.81929693070515e-05,1.7169790851312428e-05
22,0.1100000052247196,2.960800806306452e-05,-5.775546846109592e-05,-2.880624924728181e-05,0.0002677187469828,-5.10898453143227e-05,3.4015623384675564e-06
23,0.1150000054622069,2.960800806306452e-05,-4.216041645577207e-05,-1.3093749657855367e-05,0.0002737109344153,-5.615729338614983e-05,2.7536457025689742e-06
24,0.1200000056996941,2.9707031501402525e-05,-6.44236975944068e-05,-2.716953054004989e-05,0.0002601015595686,-3.995807414014507e-05,3.887499815391493e-06
25,0.1250000059371814,2.9707031501402525e-05,-8.238489542122807e-05,-3.753541568585206e-05,0.0002403984347907,-4.161953252435069e-05,6.72213509744779e-06
26,0.1300000061746686,2.94099611863885e-05,-8.776249956099491e-05,-2.3132291062211152e-05,0.00023247655988,-7.833776281529481e-05,9.151822482067471e-06
27,0.1350000064121559,2.931093774805049e-05,-7.915833293736796e-05,-2.6514843057157123e-05,0.0002125703101043,-0.0001191265661475,7.694010051295663e-06
28,0.1400000066496431,2.980605493974053e-05,-7.980364543413998e-05,-1.363932256026601e-05,0.0002038359352027,-0.0001205388057741,4.37343729231543e-06
29,0.1450000068871304,3.000410181641655e-05,-9.20645828728084e-05,-3.306171788608481e-05,0.0001726562480541,-0.0001231971391888,6.317187200011176e-06
30,0.1500000071246177,3.000410181641655e-05,-9.93781245028913e-05,-2.5314582671853717e-05,0.0001585390607132,-0.0001240278683809,1.1338541128225188e-05
31,0.1550000073621049,2.980605493974053e-05,-9.636666618462186e-05,-3.568046781765588e-05,0.0001309140610246,-0.0001557617235192,1.9518488656444788e-05
32,0.1600000075995922,2.94099611863885e-05,-0.0001041104161458,-2.83697909253533e-05,0.0001171015611802,-0.0001836742243739,2.63216133333799e-05
33,0.1650000078370794,2.950898462472651e-05,-0.0001051859369738,-2.553281183281797e-05,0.0001028828113405,-0.0002005380269736,3.0209113148771397e-05
34,0.1700000080745667,2.950898462472651e-05,-9.873281200611927e-05,-2.542369725233584e-05,9.546874892407686e-05,-0.0001872463598999,3.077604020518265e-05
