,Time [s],WM_Position [m],WP_1 [m],WP_2 [m],WP_3 [m],WP_4 [m],WP_6 [m],Fx [N],Fy [N],Fz [N],Mx [Nm],My [Nm],Mz [Nm]
0,0.0,3.960937533520337e-07,-1.2583593687054416e-05,-2.727864512053202e-05,-8.358593655799496e-05,-0.0001008505239212,2.510676964107006e-05,-0.0836394384298751,-0.176218543625805,-0.4554000883963181,-0.0730291049785796,-0.0275277503060442,-0.0891698134913599
1,0.0050000002374872,8.912109450420758e-07,-1.355156243221245e-05,-1.6148957911354955e-05,-8.582031153281378e-05,-0.0001148898472678,1.976145739490676e-05,-0.0324107086936646,-0.2190417941018995,-0.4922857138064001,-0.0865609176290217,-0.0123370418038257,-0.0630750840345808
2,0.0100000004749745,9.902343833800842e-07,-1.5057291591347166e-05,-4.135442600272654e-05,-0.0001063359363016,-0.0001164682327328,1.5954947159002586e-05,0.0478148130315889,-0.0092020209356383,-0.0174293543604403,-0.0077016042522905,-0.0010290416781072,0.0056100833957043
3,0.0150000007124617,7.921875067040673e-07,-2.4199218628950803e-05,-2.771510344246053e-05,-9.749999890118488e-05,-0.0001050041698817,1.401119725130684e-05,0.0755802091736086,0.2887741907104942,0.542551547698572,0.0948998552217312,-0.0141626876574559,0.0621013131904214
4,0.020000000949949,4.951171916900421e-07,-3.194296859021506e-05,-3.1534113759335014e-05,-9.94296863794375e-05,-0.0001055856803162,1.2715363979509677e-05,0.0366316670739252,0.415683942121434,0.6739644449929096,0.1290201264344023,-0.0334130837048087,0.0746274799963498
5,0.0250000011874362,2.9707031501402525e-07,-2.925416652033164e-05,-1.7458332877140492e-05,-8.663281152365698e-05,-0.0001148898472678,9.475780800016764e-06,-0.0336225420404707,0.2666553362979176,0.2755943363972983,0.0612748131812327,-0.0386296879294718,0.0426423963074171
6,0.0300000014249235,4.951171916900421e-07,-2.4521874877336813e-05,2.4005207706068177e-06,-7.312499917588866e-05,-9.4370836222879e-05,8.665885005143537e-06,-0.1115318554066402,-0.0579975423114638,-0.3012722116827763,-0.0517975214092007,-0.0317768336866174,-0.014996021000054
7,0.0350000016624107,6.931640683660589e-07,-2.1080208227886036e-05,-9.05651018001663e-06,-5.910937433384333e-05,-5.590807462851899e-05,1.109557238976322e-05,-0.1765156061291077,-0.3150657326694613,-0.5770302355818945,-0.1200656888348498,-0.0072922084144056,-0.0570452506342098
8,0.040000001899898,5.941406300280505e-07,-1.3659114515007786e-05,-9.492968501945144e-06,-2.884374967493386e-05,-2.2595834025196385e-05,1.2958332717971643e-05,-0.2198577941109715,-0.3232100452600071,-0.3295428578304131,-0.100273021948135,0.0445978546624905,-0.0479940422002482
9,0.0450000021373853,9.902343833800843e-08,-2.226328113863474e-05,-3.502578033476311e-05,-1.665624981228575e-05,-1.2544010800752403e-05,1.5388020102591327e-05,-0.2310866900691439,-0.1388052723765235,0.1598926684442995,-0.0178025001979222,0.095221001058635,0.0021437083571663
10,0.0500000023748725,-9.902343833800843e-08,-3.334114566655444e-05,-2.7060415959567763e-05,1.6960937308851953e-05,-3.987500122093479e-06,1.668385337438849e-05,-0.2153016898936516,0.0728289383096876,0.5286601100441317,0.0572016673026155,0.0982174802586155,0.0358711462321366
11,0.0550000026123598,-2.9707031501402525e-07,-3.81809893923446e-05,-3.3825519949459704e-05,2.4578124723007026e-05,2.6251042470448734e-05,1.9518488656444788e-05,-0.2059165231226438,0.1338616056548949,0.5667084229671399,0.0681196049239974,0.0485279797061843,0.0234927294278509
12,0.060000002849847,-9.902343833800843e-08,-3.710546856439123e-05,-2.5314582671853717e-05,5.108593692426666e-05,6.562760617612184e-05,2.4701821743633445e-05,-0.1807613978429776,0.026161771124191,0.2682809821493243,0.0128743751431329,-0.0130870209788304,-0.0075524792506325
13,0.0650000030873343,1.9804687667601686e-07,-3.4524218577303145e-05,-2.891536382776394e-05,5.789062434757852e-05,8.498359635211727e-05,2.575468627696864e-05,-0.1230777305350034,-0.0827078134195176,-0.0045958958844289,-0.0509548130664984,-0.0446030629958818,-0.0210037085668454
14,0.0700000033248215,1.9804687667601686e-07,-3.656770815041455e-05,-2.542369725233584e-05,6.865624922625102e-05,7.692552318872004e-05,2.5025780061582736e-05,-0.0444420421607583,-0.0929506677000608,-0.007818520920257,-0.057620417307271,-0.0360140837337257,-0.0059290625659173
15,0.0750000035623088,9.902343833800843e-08,-3.9364062303093306e-05,-1.5057812106533676e-05,7.627343664040609e-05,6.504609574164988e-05,2.421588426670951e-05,0.0049923542221699,-0.0021417916904783,0.2291614608810732,-0.0122780418031698,-0.0038021458756043,0.0212580002363392
16,0.0800000037997961,1.9804687667601686e-07,-5.3560937232077777e-05,-1.2875520496891111e-05,7.017968670908203e-05,4.71854181114395e-05,2.397291552824754e-05,-0.0092821042698619,0.0846682717746466,0.4352765048392575,0.0256524794518622,0.0234487710940288,0.0328086045314216
17,0.0850000040372833,1.9804687667601686e-07,-6.291796843527209e-05,-8.729166438570246e-07,7.241406168390085e-05,4.469323053513108e-05,2.5916665435943287e-05,-0.0711130424572775,0.0732241883140818,0.3107258992878792,0.0163215001814569,0.0251531252796439,0.0121549793018016
18,0.0900000042747706,0.0,-6.194999969011405e-05,-1.473046836508729e-05,4.560156198607501e-05,3.1069271784645025e-05,2.421588426670951e-05,-0.1233684388715687,-0.0081814375909584,0.0590814173235139,-0.0223841252488591,0.0069622709107375,-0.0245037919390915
