Time [s],WM_Position,WP_1 [m],WP_2 [m],WP_3 [m],WP_4 [m],WP_6 [m],Sway [m],Heave [m],Roll [rad],Tension_SB [N],Tension_PS [N],Force_Sway [N],ACC_Heave_SB [m/s2],ACC_HEAVE_PS [m/s2],ACC_SWAY [m/s2]
0.0,2.6736328351262277e-06,2.366145821497412e-05,5.826718597745639e-05,-0.0001077578112855,-9.212786740420142e-05,-2.5916665435943287e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,-0.0055828829063102,0.0086883548647165,0.000390733097447,0.000994635383904,0.0010572813098406,-0.0008282813032565
0.0050000002374872,2.574609396788219e-06,2.635026028485754e-05,5.783072765552788e-05,-0.0001133437487226,-7.310416890504712e-05,-1.9437499076957465e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,-0.0012406406458467,0.0092313770437613,0.0007814661948941,0.0013465832889778,0.0011338958975102,-0.000138046883876
0.0100000004749745,2.4755859584502105e-06,2.5920051953676196e-05,5.3575259016724885e-05,-0.0001043046863244,-8.390364840238362e-05,-2.0247394871830693e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.0031016016146168,0.0076023105066269,0.0007814661948941,0.0002295312424394,0.0003983958558819,0.0011350521563144
0.0150000007124617,2.4755859584502105e-06,2.5597395705290182e-05,5.346614443624276e-05,-9.780468639775108e-05,-9.412161746524816e-05,-6.074218461549208e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.0037219219375401,0.0070592883275821,0.0019536654872354,-0.0024636353355163,-0.0020379480320116,0.0003527864810166
0.020000000949949,2.376562520112202e-06,2.183307280745339e-05,3.4807551173798856e-05,-9.303124895154724e-05,-7.302109598583684e-05,-9.799739117966055e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.0031016016146168,0.0081453326856717,0.0027351316821295,-0.003335854056786,-0.0031718439295218,-0.001043020900397
0.0250000011874362,2.4755859584502105e-06,1.9682031151546653e-05,4.8555988314546994e-05,-6.875781172510642e-05,-2.2180469429144974e-05,-1.0771614071813929e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.00186096096877,0.0070592883275821,0.0011721992923412,-9.181249697576276e-05,0.0,-0.0004601562795869
0.0300000014249235,2.772656273464236e-06,2.151041655906738e-05,3.3170832466566935e-05,-6.65234367502876e-05,1.8691406822313184e-05,-1.141953070771251e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,-0.0,0.0043441774323582,-0.000390733097447,0.0042998852750315,0.004305739827032,0.0008742969312152
0.0350000016624107,2.871679711802244e-06,2.5812499870880856e-05,4.3427603031886974e-05,-3.574999959710112e-05,2.4921875763084245e-05,-1.1905468184636447e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,-0.00186096096877,0.004887199611403,-0.0007814661948941,0.0056311664811801,0.0051791461264656,0.0002760937677521
0.040000001899898,2.871679711802244e-06,3.5922395653642525e-05,4.037239477838739e-05,-2.681249969782584e-05,1.1630208689439314e-05,-1.603593673848991e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.00186096096877,0.0086883548647165,-0.0011721992923412,0.00411626028108,0.0035089481152681,-0.0010123438150912
0.0450000021373853,2.772656273464236e-06,3.839609355793528e-05,5.346614443624276e-05,4.062499954216037e-06,2.2180469429144974e-05,-1.911354075900817e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.008684484520927,0.0130325322970747,-0.0007814661948941,0.0029379999032244,0.0029573230840469,-0.0002760937677521
0.0500000023748725,2.6736328351262277e-06,3.430911441171247e-05,5.968567552372406e-05,1.1679687368371106e-05,6.737213747953774e-05,-1.3930207671819517e-05,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.0117860861355438,0.0146615988342091,-0.0015629323897883,0.0031369269800052,0.0029879689191147,0.001043020900397
0.0550000026123598,2.6736328351262277e-06,3.1082551927852364e-05,5.030182160226104e-05,3.128124964746348e-05,9.686302379918744e-05,-9.31380164104212e-06,-9.897039619055463e-06,-1.3105408536198595e-05,0.00019977361714326736,0.0074438438750803,0.0135755544761195,-0.0042980640719179,0.0024024270041991,0.0018387501040706,0.0003988021089753
