Time [s],WM_Position,WP_1 [m],WP_2 [m],WP_3 [m],WP_4 [m],WP_6 [m],Sway [m],Heave [m],Roll [rad],Tension_SB [N],Tension_PS [N],Force_Sway [N],ACC_Heave_SB [m/s2],ACC_HEAVE_PS [m/s2],ACC_SWAY [m/s2]
0.0,-6.832617245322581e-06,-2.0004687399932664e-05,-1.3202864238337496e-05,-2.2648437244754405e-05,2.0768229802570204e-06,-4.081874806161068e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0055828829063102,-0.0032581330742686,0.005079530266812,-0.0007957083071232,-0.0006588854539586,-0.0008129427606036
0.0050000002374872,-6.7335938069845724e-06,-3.011458318269433e-05,-8.729166438570246e-06,-9.242187395841484e-06,3.173385513832727e-05,-4.1385675118021936e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0049625625833868,-0.0059732439694926,0.0054702633642591,0.000627385396001,0.0009193750520353,0.0006748958767275
0.0100000004749745,-6.832617245322581e-06,-3.0007031099898995e-05,-2.6187499315710735e-05,-6.8046874233118615e-06,2.8909375885177724e-05,-3.976588352827548e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0068235235521569,-0.0059732439694926,0.005079530266812,0.0004131562363909,0.0007355000416282,0.0006902344193804
0.0150000007124617,-6.931640683660589e-06,-2.2048176973044065e-05,-1.2111718433516216e-05,2.8539062178367655e-05,1.5617708811532793e-05,-3.8389060676990994e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0093048048438504,-0.0038011552533134,0.0046887971693649,-0.001254770792002,-0.0010419583923066,-0.000751588589992
0.020000000949949,-6.7335938069845724e-06,-1.355156243221245e-05,-1.8440364101479645e-05,3.097656215089728e-05,3.46414073106871e-05,-3.0857029784669976e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.008684484520927,-0.0027151108952239,0.0031258647795766,-0.0012853749576606,-0.0011032500624423,-0.0007055729620333
0.0250000011874362,-6.535546930308556e-06,-9.249479120398972e-06,-8.729166438570246e-06,5.748437435215692e-05,6.762135623716858e-05,-2.105729066670392e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0049625625833868,-0.0032581330742686,0.000390733097447,0.0004437604020495,0.0005209791961533,0.0007362500473391
0.0300000014249235,-6.7335938069845724e-06,-1.247604160425908e-05,-2.596927015474648e-05,6.65234367502876e-05,0.0001005182322444,-1.3363280615408256e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0006203203229233,-0.004887199611403,-0.0007814661948941,0.0007957083071232,0.0008121146292978,0.000598203163463
0.0350000016624107,-6.832617245322581e-06,-2.5920051953676196e-05,-2.83697909253533e-05,8.998437398588521e-05,0.0001032596385783,-5.993228882061885e-06,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,0.0006203203229233,-0.0043441774323582,0.0011721992923412,-0.0003366458222444,-0.0003524271032802,-0.000904974016521
0.040000001899898,-6.931640683660589e-06,-2.5489843622494845e-05,-1.7130989135694108e-05,0.0001002421863702,8.814036728210795e-05,-4.0494789743661386e-06,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0024812812916934,-0.0027151108952239,0.0023443985846824,-0.0001530208282929,-0.0003064583506784,-0.0007362500473391
0.0450000021373853,-6.832617245322581e-06,-1.8283854075207277e-05,-1.4294010043158778e-05,0.0001082656237798,9.171250280815002e-05,-2.834635282056297e-06,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0049625625833868,-0.0027151108952239,0.0019536654872354,0.0010405416323919,0.0008427604643657,0.0007822656752978
0.0500000023748725,-6.535546930308556e-06,3.656770815041455e-06,4.691926960731507e-06,0.0001249218735921,0.0001139760451565,-3.239583179492911e-06,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0037219219375401,-0.0038011552533134,0.000390733097447,0.0002295312424394,0.0002298437630088,0.0006595573340746
0.0550000026123598,-6.436523491970547e-06,2.6780468616038888e-05,8.947395599534502e-06,0.0001121249987363,0.0001126468784491,-7.046093415397081e-06,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,0.0012406406458467,-0.0059732439694926,-0.0011721992923412,-0.0019586666021496,-0.001946010526808,-0.0008436198459094
0.060000002849847,-6.337500053632539e-06,3.226562483860107e-05,1.756744745762262e-05,0.000122890623615,8.755885684763598e-05,-1.2472395241047708e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,0.0037219219375401,-0.0081453326856717,-0.0023443985846824,-0.0023565207557112,-0.0023597293002239,-0.0007362500473391
0.0650000030873343,-6.23847661529453e-06,3.32335935837591e-05,7.96536437519535e-06,0.0001041015613267,4.485937637355164e-05,-1.887057202054621e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,0.0012406406458467,-0.0081453326856717,-0.0027351316821295,-0.0008722187212697,-0.0006588854539586,0.0006748958767275
0.0700000033248215,-6.23847661529453e-06,2.4091666546155462e-05,1.2111718433516216e-05,0.000103898436329,1.6863802599687006e-05,-2.3891925948760218e-05,-0.0012484084221488444,-0.0006251733327208549,-0.0002552881127375409,-0.0024812812916934,-0.0054302217904478,0.0,-0.0004284583192202,0.0002758125156105,0.0005061719075456
